gage,basin_length_d,basin_length_u,basin_area_d,basin_area_u,reach_length_u,reach_length_d
05413500,0.0900277854087536,0.0981573843265572,0.0002098682101968,0.0003322431011513,0.0217105390750718,0.0218198272955431
04040500,0.0148525796066899,0.039245526945032,7.710615771737407e-06,4.731099603769309e-05,0.012397762734733,0.0026558845546608
04043050,0.0292252969395545,0.1600065395231867,2.9607873231270736e-05,0.0006526592457297,0.0342433340717457,0.0062967739780985
03182500,0.0764729730636698,0.1681008244575513,0.0001423264409942,0.0006174226430544,0.0325895118838554,0.0125126630561246
09065500,0.1543882276610049,0.136323988429133,0.000607965070546,0.0006611129876024,0.0413369921197023,0.0232238590350356
09404450,0.1057699895441809,0.0647907934113606,0.0002037513078064,0.0001087711870337,0.0128146828189871,0.01291276987676
06911900,0.0793100133575036,0.0613203669077207,0.0001469793750943,8.417063290228736e-05,0.0103814608639237,0.0152077724875394
05585000,0.0740611689693775,0.2017454414514469,0.0001129040721992,0.0007025616021873,0.0295654001928126,0.0145984026855998
03340800,0.3497307971899903,0.2275368898744748,0.0029749340182606,0.0009075980841288,0.0214671922785571,0.0666713503104547
09066000,0.1376394457957343,0.1055644117978107,0.0003295736581904,0.0001483475618939,0.0044757743676111,0.0099944744873736
06910800,0.1215945218960111,0.0923541542839093,0.0004078545419862,0.000199621790539,0.0285333727546716,0.0561989753477978
02384540,0.1669404159095134,0.055853830402012,0.0005260184849956,9.607806973769154e-05,0.003027452948563,0.0348434801645908
04056500,0.1643960490901032,0.1705333158960769,0.0003922793494712,0.0005513169704003,0.0674241664768665,0.0282996291893966
05123400,0.401796080652501,0.2300562704100285,0.0033590282519392,0.001088915241663,0.0211615999686407,0.1995314517548923
01170100,0.1388192777656476,0.0723822446573747,0.0005358350524793,0.0001239329772937,0.0183174784987067,0.0266803526125192
07315200,0.086745538909502,0.0463032305655722,0.0001949289404836,5.393923173787376e-05,0.0109924417941148,0.0148647154849717
03291780,0.1404397641196438,0.1423074602725335,0.0005431816311781,0.000502067133769,0.0317428967994194,0.0301051191537901
07346045,0.2927972499613929,0.1838837338491246,0.0021624861729828,0.0009430840259936,0.0566095221029315,0.0473154966160968
02152100,0.1140142257385143,0.1042536638822592,0.0003373380539202,0.0002432710533288,0.0321829387306237,0.0451017101720436
10234500,0.0423725037219412,0.0820839635721531,4.086398286087921e-05,0.0001368451169048,0.008475674729409,0.0025345237867911
05120500,0.0115555555569792,0.3990445597587056,6.423480533194391e-06,0.0015993212106575,0.0167451805101866,0.0028923546219133
10166430,0.3769436945566747,0.0159213474317198,0.0008886616906388,8.024653045071188e-06,0.0025837062010013,0.1146006042335916
09081600,0.0079638658200288,0.1836674096767874,2.0660054057998822e-06,0.0007495171071182,0.0336700651643084,0.0014471754745031
02327100,0.1768058562970903,0.2847761953420858,0.000790408263662,0.0012078188382665,0.038677022052406,0.0466503962916197
05412500,0.2171921475047117,0.0806578582317917,0.0010577763658855,0.0001797312996247,0.0214943230675201,0.0704978282783641
03300400,0.0530217209909369,0.0817356468228302,9.219735137715358e-05,0.0002056849042655,0.0294356409630492,0.0129659695219674
01169000,0.0223989054751096,0.0563931712501758,1.0865374695348305e-05,9.406802636418146e-05,0.0131897513532941,0.0030852601861941
07060710,0.107995855915201,0.0660247691033701,0.0002740744256215,0.0001251666115716,0.0120126126617553,0.0318977275005251
09035900,0.0747886649007168,0.0905255476199985,7.733515145593032e-05,0.0002341777244897,0.0210426118629068,0.0154570918395567
05056000,0.1065055654108334,0.3875297173496726,0.0003019786507963,0.0029268894537248,0.0468082498550603,0.0360587225708486
10172700,0.0398170219780032,0.014241554235917,5.419748359441296e-05,6.924719840905325e-06,0.0024498412243075,0.0078087552989298
03346000,0.2733112606039549,0.2991212341445859,0.0015089869074513,0.0019240205442263,0.0734186156360641,0.0668098956056752
03180500,0.0795806340364456,0.0820745801470129,0.000221755359751,0.0001643892052072,0.0119002301039694,0.0190025601415007
09047700,0.0485585774450875,0.1172667124499879,6.219342730335824e-05,0.0004262466728258,0.0241387511904563,0.0072915895838394
02082950,0.0724391681167923,0.0288955978520663,0.0001475872834771,2.8242094772456716e-05,0.0028771260349604,0.0199896018149374
02108000,0.0130691092673436,0.0436983422942444,7.892687808972671e-06,5.348865303127753e-05,0.0070907375376318,0.0035160544809607
11383500,0.065638019866707,0.2033693029416259,7.538699032275348e-05,0.0009973930186641,0.0450383574884246,0.002986683269179
04045500,0.1026322179088916,0.0220186332476686,0.0001799906725003,1.8265413087243935e-05,0.0061459910877282,0.0056155362881313
05057000,0.0336319762070491,0.0184258730467322,4.731726217761263e-05,1.1056899242283823e-05,0.0038669972069657,0.0145594841677513
05444000,0.0448944832955657,0.0517165819690774,5.867814553975742e-05,9.349161621654958e-05,0.0181785205353298,0.015536566968723
02221525,0.0428098981510083,0.1066250867323749,3.86634593226661e-05,0.0002292609081102,0.0097581100074793,0.0058106540135728
04124000,0.0587232415997269,0.3099473807681141,0.0001079374689402,0.0023432550875677,0.0168407000477294,0.0139699263687594
09066200,0.1774936198742571,0.1376394457957343,0.0011021798454586,0.0003295736581904,0.0099944744873736,0.0528975700024383
01596500,0.1430860299752376,0.0743643740723385,0.0006892612591136,0.0001674541266814,0.0182833307031971,0.032816075900148
08194200,0.2305348087998298,0.0822059096937761,0.000771517126657,0.0001248770720636,0.0062805963206897,0.0226925823505699
05414000,0.0899359707376673,0.1261908149995153,0.0001826054584146,0.0003902463675214,0.0322991359950073,0.0126238871488787
08196000,0.1433821858208097,0.0793685238444292,0.0004128799766543,0.0001748243475787,0.0241425395117819,0.0202234826064639
05408000,0.0414988741344623,0.1116627444994416,3.750210701514047e-05,0.0002667050253956,0.0308716816370824,0.0084358287182536
08198500,0.4263557353583406,0.1079372381637871,0.0020809624184593,0.0004393653284482,0.0320508053904053,0.0805628741918491
08195000,0.3413217866150872,0.1747522432566832,0.0021585458646458,0.000869333840464,0.0565320793863558,0.0790809298334702
09107000,0.0711512995498241,0.1642427848412206,0.0001047018304852,0.0002510710988218,0.0346800265713955,0.0051308053861144
08200000,0.1128795745674027,0.1409385772798115,0.000257149223564,0.000445695482688,0.033434268785256,0.0229441944098416
05393500,0.1920006702886162,0.2124562557154012,0.0007044862208758,0.0005254976664377,0.0234638160486835,0.0313640644950996
10249300,0.0365031555080398,0.1655841454436639,2.438882473168391e-05,0.0005864843622229,0.0555218833383388,0.0084019006663395
05454000,0.1143141230655889,0.1259080036421293,0.0003805768841573,0.0004024269384036,0.0304422921992242,0.0321258234973129
04115265,0.3853179015786244,0.0392248936318241,0.0016398224682503,2.962922793133964e-05,0.0043926186191974,0.0289306454180007
06404000,0.0278765963650823,0.0615920967537688,2.4688591832597617e-05,9.821989396115848e-05,0.0012604531400408,0.0063313987425328
10316500,0.0205054952528709,0.1510418972746152,8.245955190358685e-06,0.0007097479412888,0.0370149992445106,0.0016977388347328
05592050,0.121865193593432,0.0954942036428061,0.0003644565895988,0.000257554550833,0.0306811617698109,0.0241505288314832
08202700,0.1476873160186551,0.2057333757801124,0.0006572717831856,0.0010913052010513,0.0746268490194865,0.0394212808460521
07301410,0.0224530955272939,0.1016054748059418,1.6357399946228577e-05,0.0001875112573496,0.0089354901975572,0.0069214158893853
10173450,0.0790851722050225,0.1120772680272728,0.0002022847465723,0.0003735323750442,0.0313206122768894,0.0123492326139155
06289000,0.1954945151558589,0.1365994394802662,0.0010316274127537,0.0002333137716536,0.0237243803292664,0.0396445259222823
08178880,0.1279814586127556,0.0661715637930184,0.000260384836074,6.515575460917137e-05,0.003446038750308,0.0282334390533109
02092500,0.1244234421353397,0.0547167183977011,0.0003878641952255,8.720404267132778e-05,0.0193111190349778,0.0482560349195271
08079600,0.1096853553076063,0.0165779340009061,0.0003344600003665,6.862307354548426e-06,0.00614169091543,0.0312345678422886
02231342,0.1187177053765038,0.3014765161236984,0.0002224825085134,0.0013457628309009,0.0673347361735981,0.0082759393894463
05592575,0.1425722646453266,0.0444431482152331,0.000374905021632,6.117673948128977e-05,0.0102681268468519,0.0271584853260564
09066300,0.1243734731525655,0.0729582210998544,0.0002746985628969,0.0001843110923501,0.0190164988127737,0.0119787948730729
02235200,0.2133171371827107,0.4839712474118766,0.0007565007057483,0.0041075033565207,0.0131541724699259,0.0471450753447671
07299670,0.3194262417023885,0.3260074690010143,0.0021644880633053,0.0026181364769846,0.0921921908738763,0.0795929215027502
03049800,0.0575904887254763,0.091686352955751,7.296106113045398e-05,0.0002361304300744,0.0216253906740997,0.0145250641438592
10329500,0.0816037052925404,0.03686225333619,0.0001391303589348,3.799922166483665e-05,0.0053408842658963,0.0039121542594551
05584500,0.1617490823005025,0.0566927043285561,0.0004498047946942,6.050346940144433e-05,0.0118631768768439,0.0242354337915065
10244950,0.0400796126415189,0.0126215177756461,3.744168894879837e-05,6.102986232486059e-06,0.0032675653210762,0.0055558225952752
11381500,0.112894725679511,0.036070736114358,0.0003150357607966,4.287654573201964e-05,0.0078024189871732,0.0273025067612215
05595730,0.0118110483718365,0.0592331418666518,4.353274517163455e-06,7.094317540004947e-05,0.0095571693632913,0.0027259094528892
06406000,0.1198229714576479,0.1886912200991197,0.0004874492004552,0.0006587188831351,0.0719795630057986,0.0377583549762483
06470800,0.5187869386587903,0.1486993758185493,0.0040450204941497,0.0005571112980079,0.0053389577147091,0.113689632488926
07301500,0.0216093351028609,0.144329065314499,1.593919513933165e-05,0.0004546811727057,0.0340471278794693,0.004272206459185
06464500,0.0179515130758389,0.2421547370893514,1.1130246642476376e-05,0.001524175069322,0.077329225761128,0.0044004664267683
06453600,0.1837750859341508,0.1029365150388231,0.0008285100261071,0.0002846578826027,0.0292302154945024,0.0373723229862673
06278300,0.120780173268645,0.0203111789736084,0.0003205544330767,8.960281534839897e-06,0.0017417044644477,0.0113398555487789
06224000,0.186681245097084,0.0857187740392988,0.0006034895759399,0.0001357164965465,0.0097968695109135,0.0208580717051234
10242000,0.0863188459871786,0.1187873831785626,0.0002000322663428,0.0003936061102905,0.0189090015447989,0.0164913450646088
01583500,0.0674231851085592,0.1283596774109302,0.0001161043170646,0.0003719847920609,0.0219336983346624,0.0159959648623455
01586610,0.0764670860047538,0.0905108310402714,0.0001133888690674,0.0002450083819879,0.0173126423453178,0.0046925572142459
02149000,0.0367583163637375,0.1024187986851304,4.439155261212291e-05,0.0002096378278379,0.0268385815141985,0.0077029787536047
394220106431500,0.1143473796642632,0.0567438081915692,0.0005155260852726,9.352177234196736e-05,0.0178520765554709,0.022908840492228
05399500,0.056256320907315,0.0769858071108362,7.986856072399413e-05,0.0001599894232805,0.0178190181524604,0.0088688726478925
02196000,0.1171465626577287,0.0700862870429449,0.0003408077721716,0.0001156365487511,0.0078779033231512,0.0128240787611511
05591550,0.0162853137712474,0.0324740383606146,9.8970159533536e-06,3.298381399010896e-05,0.005537104087166,0.0028863371590995
07056000,0.0890791691995094,0.0181094950690711,0.0002644544173772,8.814418605576676e-06,0.0023049598093536,0.0475623817250913
01591400,0.0584584087118294,0.0321388751787674,7.794813175440717e-05,3.129562095959582e-05,0.0052476936172167,0.0134774525731899
02296500,0.1600113212372413,0.0579025590979209,0.0006538521767006,4.672209285921837e-05,0.0044628024402699,0.0494606989754691
03384450,0.0375911939546734,0.0955623240907484,2.6214050129900583e-05,0.0002838782838041,0.0203402252200901,0.0044033050298871
04057800,0.1018817830031169,0.0215365533062319,0.0002150910926755,1.339629349550456e-05,0.0038364878478083,0.0165118271584408
05057200,0.0430598650946538,0.1378205289773799,4.626458701485683e-05,0.0004041118839681,0.020555123522082,0.0058604890463286
